RouteID,EvacPoint,Shelter,Distance_km,Time_min
R24265,Desa Karangkandri,Balai Desa Jepara Wetan,23.06,37.1
R24266,Desa Karangkandri,Balai Desa Jepara Kulon,21.767,34.5
R24267,Desa Karangkandri,Balai Desa Kepudang,19.251,29.7
R24268,Desa Karangkandri,Balai Desa Jati,20.162,33.2
R24269,Desa Karangkandri,Balai Desa Karangtawang,30.133,40.5
R24270,Desa Karangkandri,Balai Desa Karangpakis,31.642,40.8
R24271,Desa Karangkandri,Balai Desa Banjarsari,33.565,42.9
R24272,Desa Karangkandri,Balai Desa Jetis,35.998,45.7
R24273,Desa Karangkandri,Balai Desa Banjareja,37.726,49.0
R24274,Desa Karangkandri,Balai Desa Kedungbenda,35.898,51.1
R24275,Desa Karangkandri,Balai Desa Klumprit,33.984,48.1
R24276,Desa Karangkandri,Balai Desa Karangsembung,35.533,50.9
R24277,Desa Karangkandri,Balai Desa Purwadadi,33.803,44.9
R24278,Desa Karangkandri,Balai Desa Nusawangkal,34.54,46.0
R24279,Desa Karangkandri,Balai Desa Karangputat,31.016,42.4
R24280,Desa Karangkandri,Balai Desa Banjarwaru,25.421,37.7
R24281,Desa Karangkandri,Balai Desa Danasri,28.159,41.7
R24282,Desa Karangkandri,Balai Desa Danasri Kidul,29.483,43.7
R24283,Desa Karangkandri,Balai Desa Nusawungu,31.759,44.9
R24284,Desa Karangkandri,Balai Desa Danasri Lor,27.693,40.7
R24285,Desa Karangkandri,Balai Desa Sikanco,26.676,39.2
R24286,Desa Karangkandri,Balai Desa Tambakreja,47.792,81.9
R24287,Desa Karangkandri,Kelurahan Tegalreja,12.03,20.7
R24288,Desa Karangkandri,Kelurahan Sidakaya,11.554,17.1
R24289,Desa Karangkandri,Kelurahan Cilacap,13.2,18.9
R24290,Desa Karangkandri,Kelurahan Tegalkamulyan,10.465,13.8
R24291,Desa Karangkandri,Kelurahan Kutawaru,26.445,65.0
R24292,Desa Karangkandri,Kelurahan Lomanis,11.112,18.1
R24293,Desa Karangkandri,Kelurahan Donan,13.276,21.2
R24294,Desa Karangkandri,Kelurahan Sidanegara,11.132,16.9
R24295,Desa Karangkandri,Kelurahan Gunungsimping,8.697,11.3
R24296,Desa Karangkandri,Kelurahan Kebonmanis,7.697,11.3
R24297,Desa Karangkandri,Kelurahan Gumilir,6.297,10.6
R24298,Desa Karangkandri,Kelurahan Mertasinga,4.29,5.9
R24299,Desa Karangkandri,Kelurahan Tritih Kulon,7.754,10.3
R24300,Desa Karangkandri,Kelurahan Karangtalun,10.646,14.2
R24301,Desa Karangkandri,Balai Desa Kawunganten,28.483,46.9
R24302,Desa Karangkandri,Balai Desa Kawunganten Lor,29.446,49.8
R24303,Desa Karangkandri,Balai Desa Sarwadadi,32.456,56.8
R24304,Desa Karangkandri,Balai Desa Kalijeruk,31.186,53.6
R24305,Desa Karangkandri,Balai Desa Mentasan,22.667,52.8
R24306,Desa Karangkandri,Balai Desa Sidaurip,18.679,35.8
R24307,Desa Karangkandri,Balai Desa Babakan,34.741,66.9
R24308,Desa Karangkandri,Balai Desa Ujunggagak,69.768,114.0
R24309,Desa Karangkandri,Balai Desa Klaces,69.768,114.0
R24310,Desa Karangkandri,Balai Desa Panikel,38.417,77.2
R24311,Desa Karangkandri,Balai Desa Tritih Wetan,6.103,11.3
R24312,Desa Karangkandri,Balai Desa Sumingkir,9.295,16.4
R24313,Desa Karangkandri,Balai Desa Jeruklegi Wetan,12.377,21.3
R24314,Desa Karangkandri,Balai Desa Jeruklegi Kulon,14.335,24.9
R24315,Desa Karangkandri,Balai Desa Sawangan,18.193,33.9
R24316,Desa Karangkandri,Balai Desa Cilibang,18.112,28.8
R24317,Desa Karangkandri,Balai Desa Mandala,11.681,23.5
R24318,Desa Karangkandri,Balai Desa Karangkemiri,12.925,20.5
R24319,Desa Karangkandri,Balai Desa Jambusari,19.758,30.6
R24320,Desa Karangkandri,Balai Desa Prapagan,20.497,41.6
R24321,Desa Karangkandri,Balai Desa Citepus,25.177,50.5
R24322,Desa Karangkandri,Balai Desa Menganti,1.971,3.0
R24323,Desa Karangkandri,Balai Desa Karangkandri,0.001,0.0
R24324,Desa Karangkandri,Balai Desa Slarang,4.192,7.0
R24325,Desa Karangkandri,Balai Desa Kesugihan Kidul,9.185,14.4
R24326,Desa Karangkandri,Balai Desa Kesugihan,10.317,15.5
R24327,Desa Karangkandri,Balai Desa Kalisabuk,2.636,4.5
R24328,Desa Karangkandri,Balai Desa Kuripan Kidul,1.505,3.4
R24329,Desa Karangkandri,Balai Desa Kuripan,2.696,6.2
R24330,Desa Karangkandri,Balai Desa Jangrana,5.365,13.6
R24331,Desa Karangkandri,Balai Desa Planjan,5.876,10.5
R24332,Desa Karangkandri,Balai Desa Dondong,7.532,14.5
R24333,Desa Karangkandri,Balai Desa Ciwuni,8.126,15.1
R24334,Desa Karangkandri,Balai Desa Karangjengkol,9.287,17.8
R24335,Desa Karangkandri,Balai Desa Keleng,12.346,18.3
R24336,Desa Karangkandri,Balai Desa Pesanggrahan,11.888,17.5
R24337,Desa Karangkandri,Balai Desa Bulupayung,14.354,23.9
R24338,Desa Karangkandri,Balai Desa Gombolharjo,4.599,8.5
R24339,Desa Karangkandri,Balai Desa Wlahar,9.811,17.7
R24340,Desa Karangkandri,Balai Desa Karanganyar,11.223,19.6
R24341,Desa Karangkandri,Balai Desa Pedasong,16.316,25.0
R24342,Desa Karangkandri,Balai Desa Glempangpasir,14.848,22.3
R24343,Desa Karangkandri,Balai Desa Welahan Wetan,19.204,26.5
R24344,Desa Karangkandri,Balai Desa Adireja Wetan,11.051,17.4
R24345,Desa Karangkandri,Balai Desa Adireja Kulon,10.121,16.2
R24346,Desa Karangkandri,Balai Desa Adipala,9.699,15.7
R24347,Desa Karangkandri,Balai Desa Penggalang,8.126,13.8
R24348,Desa Karangkandri,Balai Desa Karangsari,10.745,23.1
R24349,Desa Karangkandri,Balai Desa Kalikudi,12.631,19.4
R24350,Desa Karangkandri,Balai Desa Doplang,13.075,19.5
R24351,Desa Karangkandri,Balai Desa Karangreja,12.839,18.6
R24352,Desa Karangkandri,Balai Desa Klapagada,12.693,19.0
R24353,Desa Karangkandri,Balai Desa Pengawaren,57.003,82.0
R24354,Desa Karangkandri,Balai Desa Gunungtelu,55.169,81.5
R24355,Desa Karangkandri,Balai Desa Sindangbarang,54.693,77.5
R24356,Desa Karangkandri,Balai Desa Karangpucung,51.855,74.6
R24357,Desa Karangkandri,Balai Desa Tayemtimur,50.856,74.6
R24358,Desa Karangkandri,Balai Desa Tayem,53.49,76.8
R24359,Desa Karangkandri,Balai Desa Ciporos,56.468,79.0
R24360,Desa Karangkandri,Balai Desa Surusunda,57.407,90.6
R24361,Desa Karangkandri,Balai Desa Bengbulang,56.66,86.5
R24362,Desa Karangkandri,Balai Desa Sidamulya,61.265,121.0
R24363,Desa Karangkandri,Balai Desa Ciruyung,61.627,101.4
R24364,Desa Karangkandri,Balai Desa Pamulihan,68.507,115.2
R24365,Desa Karangkandri,Balai Desa Babakan,62.708,97.8
R24366,Desa Karangkandri,Balai Desa Serang,55.11,86.6
R24367,Desa Karangkandri,Balai Desa Mulyadadi,58.517,90.5
R24368,Desa Karangkandri,Balai Desa Cipari,57.556,89.7
R24369,Desa Karangkandri,Balai Desa Segaralangu,54.888,97.8
R24370,Desa Karangkandri,Balai Desa Karangreja,57.982,104.3
R24371,Desa Karangkandri,Balai Desa Kutasari,66.236,111.5
R24372,Desa Karangkandri,Balai Desa Pegadingan,63.044,102.8
R24373,Desa Karangkandri,Balai Desa Cisuru,63.533,98.6
R24374,Desa Karangkandri,Balai Desa Mekarsari,64.534,101.6
R24375,Desa Karangkandri,Balai Desa Sidasari,72.73,116.7
R24376,Desa Karangkandri,Balai Desa Caruy,68.623,104.5
R24377,Desa Karangkandri,Balai Desa Tegalsari,51.498,81.2
R24378,Desa Karangkandri,Balai Desa Margasari,54.961,88.4
R24379,Desa Karangkandri,Balai Desa Tinggarjaya,52.302,81.8
R24380,Desa Karangkandri,Balai Desa Gunungreja,50.724,81.7
R24381,Desa Karangkandri,Balai Desa Sidareja,49.721,78.6
R24382,Desa Karangkandri,Balai Desa Sidamulya,87.858,120.8
R24383,Desa Karangkandri,Balai Desa Sudagaran,47.146,74.8
R24384,Desa Karangkandri,Balai Desa Kunci,49.417,78.4
R24385,Desa Karangkandri,Balai Desa Karanggedang,50.452,82.5
R24386,Desa Karangkandri,Balai Desa Penyarang,53.584,91.2
R24387,Desa Karangkandri,Balai Desa Sidanegara,58.461,108.2
R24388,Desa Karangkandri,kelurahan Tambakreja,47.801,81.9
R24389,Desa Karangkandri,Balai Desa Kaliwungu,12.506,18.5
R24390,Desa Karangkandri,Balai Desa Bumireja,45.95,76.1
R24391,Desa Karangkandri,Balai Desa Jatisari,48.031,85.5
R24392,Desa Karangkandri,Balai Desa Ciklapa,51.101,88.6
R24393,Desa Karangkandri,Balai Desa Bangunreja,52.866,87.5
R24394,Desa Karangkandri,Balai Desa Kedungreja,52.735,85.5
R24395,Desa Karangkandri,Balai Desa Tambaksari,97.719,151.6
R24396,Desa Karangkandri,Balai Desa Rejamulya,56.07,89.6
R24397,Desa Karangkandri,Balai Desa Bojongsari,60.696,97.7
R24398,Desa Karangkandri,Balai Desa Rawaapu,61.911,97.3
R24399,Desa Karangkandri,Balai Desa Sidamukti,57.628,92.8
R24400,Desa Karangkandri,Balai Desa Purwodadi,56.971,92.8
R24401,Desa Karangkandri,Balai Desa Cimrutu,63.018,110.0
R24402,Desa Karangkandri,Balai Desa Patimuan,54.056,89.4
R24403,Desa Karangkandri,Balai Desa Cinyawang,51.879,85.5
R24404,Desa Karangkandri,Balai Desa Bulupayung,16.199,24.5
R24405,Desa Karangkandri,Balai Desa Cisumur,43.986,73.0
R24406,Desa Karangkandri,Balai Desa Sidaurip,43.019,72.8
R24407,Desa Karangkandri,Balai Desa Gintungreja,40.071,70.4
R24408,Desa Karangkandri,Balai Desa Layansari,40.517,66.9
R24409,Desa Karangkandri,Balai Desa Gandrungmanis,40.213,63.0
R24410,Desa Karangkandri,Balai Desa Bulusari,42.094,65.7
R24411,Desa Karangkandri,Balai Desa Gandrungmangu,42.701,67.4
R24412,Desa Karangkandri,Balai Desa Wringinharjo,46.752,71.9
R24413,Desa Karangkandri,Balai Desa Karanganyar,47.64,74.4
R24414,Desa Karangkandri,Balai Desa Muktisari,42.985,72.4
R24415,Desa Karangkandri,Balai Desa Kertajaya,48.427,88.6
R24416,Desa Karangkandri,Balai Desa Cinangsi,53.105,78.5
R24417,Desa Karangkandri,Balai Desa Karanggintung,50.204,81.2
R24418,Desa Karangkandri,Balai Desa Rungkang,52.493,87.8
R24419,Desa Karangkandri,Balai Desa Bantarsari,37.862,58.6
R24420,Desa Karangkandri,Balai Desa Rawajaya,35.742,59.7
R24421,Desa Karangkandri,Balai Desa Binangun,25.33,34.8
R24422,Desa Karangkandri,Balai Desa Bulaksari,44.566,74.2
R24423,Desa Karangkandri,Balai Desa Kamulyan,41.155,67.8
R24424,Desa Karangkandri,Balai Desa Cikedondong,47.251,85.2
R24425,Desa Karangkandri,Balai Desa Kedungwadas,55.48,90.7
R24426,Desa Karangkandri,Balai Desa Grugu,30.532,53.6
R24427,Desa Karangkandri,Balai Desa Ujungmanik,27.017,49.1
R24428,Desa Karangkandri,Balai Desa Kubangkangkung,24.089,40.9
R24429,Desa Karangkandri,Balai Desa Bojong,26.421,43.7
R24430,Desa Karangkandri,Balai Desa Cidadap,61.856,89.8
R24431,Desa Karangkandri,Balai Desa Matenggeng,102.99,138.9
R24432,Desa Karangkandri,Balai Desa Ciwalen,101.939,140.4
R24433,Desa Karangkandri,Balai Desa Dayeuhluhur,106.282,145.4
R24434,Desa Karangkandri,Balai Desa Hanum,110.534,157.3
R24435,Desa Karangkandri,Balai Desa Datar,114.952,169.8
R24436,Desa Karangkandri,Balai Desa Bingkeng,109.29,150.9
R24437,Desa Karangkandri,Balai Desa Bolang,116.116,166.2
R24438,Desa Karangkandri,Balai Desa Kutaagung,118.939,174.9
R24439,Desa Karangkandri,Balai Desa Cijeruk,116.331,167.8
R24440,Desa Karangkandri,Balai Desa Cilumping,119.79,178.2
R24441,Desa Karangkandri,Balai Desa Sumpinghayu,118.515,176.1
R24442,Desa Karangkandri,Balai Desa Purwasari,61.614,101.7
R24443,Desa Karangkandri,Balai Desa Cilongkrang,64.604,98.7
R24444,Desa Karangkandri,Balai Desa Tarisi,66.892,101.9
R24445,Desa Karangkandri,Balai Desa Bantar,72.564,111.2
R24446,Desa Karangkandri,Balai Desa Adimulya,85.544,114.2
R24447,Desa Karangkandri,Balai Desa Wanareja,86.487,117.2
R24448,Desa Karangkandri,Balai Desa Madura,90.443,119.2
R24449,Desa Karangkandri,Balai Desa Madusari,92.903,132.3
R24450,Desa Karangkandri,Balai Desa Majingklak,84.15,126.3
R24451,Desa Karangkandri,Balai Desa Malabar,82.106,120.0
R24452,Desa Karangkandri,Balai Desa Limbangan,79.657,112.8
R24453,Desa Karangkandri,Balai Desa Cigantung,86.827,140.2
R24454,Desa Karangkandri,Balai Desa Palugon,91.591,148.8
R24455,Desa Karangkandri,Balai Desa Pahonjean,77.979,105.2
R24456,Desa Karangkandri,Balai Desa Mulyadadi,75.712,107.8
R24457,Desa Karangkandri,Balai Desa Mulyasari,73.569,105.0
R24458,Desa Karangkandri,Balai Desa Padangsari,72.865,105.7
R24459,Desa Karangkandri,Balai Desa Cilopadang,69.763,93.2
R24460,Desa Karangkandri,Balai Desa Padangjaya,70.929,97.2
R24461,Desa Karangkandri,Balai Desa Sindangsari,72.603,97.7
R24462,Desa Karangkandri,Balai Desa Jenang,73.54,99.3
R24463,Desa Karangkandri,Balai Desa Salebu,77.565,106.7
R24464,Desa Karangkandri,Balai Desa Cibeunying,75.233,102.8
R24465,Desa Karangkandri,Balai Desa Sepatnunggal,79.977,119.6
R24466,Desa Karangkandri,Balai Desa Bener,77.509,112.4
R24467,Desa Karangkandri,Balai Desa Boja,77.885,107.1
R24468,Desa Karangkandri,Balai Desa Ujungbarang,81.791,115.7
R24469,Desa Karangkandri,Balai Desa Pengadegan,83.738,124.6
R24470,Desa Karangkandri,Balai Desa Sadabumi,86.29,132.5
R24471,Desa Karangkandri,Balai Desa Sadahayu,84.997,134.7
R24472,Desa Karangkandri,Balai Desa Karangreja,67.169,100.0
R24473,Desa Karangkandri,Balai Desa Cimanggu,62.577,86.3
R24474,Desa Karangkandri,Balai Desa Bantarpanjang,59.603,82.3
R24475,Desa Karangkandri,Balai Desa Panimbang,58.238,80.7
R24476,Desa Karangkandri,Balai Desa Mandala,60.842,92.2
R24477,Desa Karangkandri,Balai Desa Bantarmangu,62.486,92.4
R24478,Desa Karangkandri,Balai Desa Cilempuyang,63.161,86.1
R24479,Desa Karangkandri,Balai Desa Rejodadi,69.4,96.5
R24480,Desa Karangkandri,Balai Desa Negarajati,74.071,108.7
R24481,Desa Karangkandri,Balai Desa Cisalak,67.925,108.3
R24482,Desa Karangkandri,Balai Desa Cibalung,65.473,101.3
R24483,Desa Karangkandri,Balai Desa Kutabima,74.607,128.3
R24484,Desa Karangkandri,Balai Desa Pesahangan,80.25,117.3
R24485,Desa Karangkandri,Balai Desa Cijati,78.204,111.5
R24486,Desa Karangkandri,Balai Desa Tambaksari,97.745,151.7
R24487,Desa Karangkandri,Balai Desa Bulupayung,53.213,91.9
R24488,Desa Karangkandri,Balai Desa Bunton,10.868,19.9
R24489,Desa Karangkandri,Balai Desa Karangbenda,12.842,20.1
R24490,Desa Karangkandri,Balai Desa Adiraja,11.384,17.7
R24491,Desa Karangkandri,Balai Desa Tritih Lor,10.164,17.5
R24492,Desa Karangkandri,Balai Desa Brebeg,14.425,28.1
R24493,Desa Slarang,BPBD Kabupaten Cilacap,16.251,28.0
R24494,Desa Slarang,SMP N 1 Cilacap,18.302,28.2
R24495,Desa Slarang,Politeknik Negeri Cilacap,13.254,21.4
R24496,Desa Slarang,RSUD Cilacap,14.064,22.2
R24497,Desa Slarang,Akbid Graha Mandiri,14.394,23.0
R24498,Desa Slarang,Asrama Putri Stikes Al-Irsyad,12.881,21.2
R24499,Desa Slarang,SD Al-Irsyad 01,15.527,26.6
R24500,Desa Slarang,Rusunawa,15.352,21.7
R24501,Desa Slarang,AMN Cilacap,12.744,21.8
R24502,Desa Slarang,RSI Fatimah,11.521,19.6
R24503,Desa Slarang,Badan Diklat Arsip dan Perpusd,15.431,25.1
R24504,Desa Slarang,DPRD Kabupaten Cilacap,15.484,26.4
R24505,Desa Slarang,SMP Pius Cilacap,16.027,27.0
R24506,Desa Slarang,SMP Negeri 3 Cilacap,16.039,27.6
R24507,Desa Slarang,SMP Purnama 1 Cilacap,14.01,22.2
R24508,Desa Slarang,SMP Negeri 2 Cilacap,16.851,25.5
R24509,Desa Slarang,Masjid Al-Jihad,8.234,11.7
R24510,Desa Slarang,SMA Negeri 1 Cilacap,15.792,23.9
R24511,Desa Slarang,RSU Santa Maria Cilacap,16.038,27.0
R24512,Desa Slarang,Kantor Kelurahan Mertasinga,7.066,9.8
R24513,Desa Slarang,Gedung Golkar,15.121,25.2
R24514,Desa Slarang,SMA Sri Mukti Cilacap,12.584,21.4
R24515,Desa Slarang,SMP Muhammadiyah 1,15.23,25.2
R24516,Desa Slarang,SMP Muhammadiyah 2,9.738,14.0
R24517,Desa Slarang,SMP PGRI 1 Cilacap,8.649,12.6
R24518,Desa Slarang,SMP Purnama 2 Cilacap,16.888,25.6
R24519,Desa Slarang,SMP Negeri 8 Cilacap,15.051,25.5
R24520,Desa Slarang,SMK YPE Cilacap,14.373,23.0
R24521,Desa Slarang,SMP Negeri 4 Cilacap,12.778,19.8
R24522,Desa Slarang,SMP Negeri 6 Cilacap,14.146,22.1
R24523,Desa Slarang,SD Negeri Tegalreja 01,15.889,23.8
R24524,Desa Slarang,SMA Al-Irsyad Cilacap,15.701,27.0
R24525,Desa Slarang,SD Negeri Tegalreja 02,14.556,24.1
R24526,Desa Slarang,Masjid Agung Darussalam,15.907,26.8
R24527,Desa Slarang,Hotel 3 Intan,16.837,28.9
R24528,Desa Slarang,Hotel Mutiara,13.051,20.8
R24529,Desa Slarang,PMI Cilacap,8.56,12.1
R24530,Desa Slarang,SMA Yos Sudarso,15.771,26.5
R24531,Desa Slarang,Rumah Sakit Aprilia,13.92,22.6
R24532,Desa Slarang,Balai Desa Panulisan Barat,96.669,132.7
R24533,Desa Slarang,Balai Desa Panulisan,95.459,129.1
R24534,Desa Slarang,Balai Desa Panulisan Timur,94.826,126.1
R24535,Desa Slarang,Balai Desa Karangrena,9.828,19.1
R24536,Desa Slarang,Balai Desa Maos Kidul,9.795,14.9
R24537,Desa Slarang,Balai Desa Maos Lor,11.357,17.1
R24538,Desa Slarang,Balai Desa Kalijaran,12.637,21.0
R24539,Desa Slarang,Balai Desa Mernek,13.694,23.2
R24540,Desa Slarang,Balai Desa Penisihan,12.76,18.6
R24541,Desa Slarang,Balai Desa Glempang,14.098,20.3
R24542,Desa Slarang,Balai Desa Paketingan,17.855,28.0
R24543,Desa Slarang,Balai Desa Ketanggung,14.818,23.0
R24544,Desa Slarang,Balai Desa Nusajati,15.401,23.9
R24545,Desa Slarang,Balai Desa Paberasan,19.873,32.5
R24546,Desa Slarang,Balai Desa Karangjati,19.544,31.2
R24547,Desa Slarang,Balai Desa Sidasari,17.659,27.0
R24548,Desa Slarang,Balai Desa Karangasem,19.735,29.9
R24549,Desa Slarang,Balai Desa Sampang,18.525,26.7
R24550,Desa Slarang,Balai Desa Karangtengah,16.927,24.1
R24551,Desa Slarang,Balai Desa Brani,16.983,24.8
R24552,Desa Slarang,Balai Desa Sikampuh,12.225,19.6
R24553,Desa Slarang,Balai Desa Karangturi,16.245,29.2
R24554,Desa Slarang,Balai Desa Ayamalas,18.576,28.9
R24555,Desa Slarang,Balai Desa Karangmangu,18.001,29.3
R24556,Desa Slarang,Balai Desa Pucung Kidul,19.692,30.4
R24557,Desa Slarang,Balai Desa Mergawati,22.099,35.0
R24558,Desa Slarang,Balai Desa Pucung Lor,8.979,14.8
R24559,Desa Slarang,Balai Desa Bajing,18.012,29.1
R24560,Desa Slarang,Balai Desa Kroya,16.727,25.5
R24561,Desa Slarang,Balai Desa Pekuncen,13.7,21.0
R24562,Desa Slarang,Balai Desa Bajing Kulon,16.555,26.8
R24563,Desa Slarang,Balai Desa Mujur,19.533,32.0
R24564,Desa Slarang,Balai Desa Gentasari,17.602,28.9
R24565,Desa Slarang,Balai Desa Mujur Lor,21.139,34.7
R24566,Desa Slarang,Balai Desa Widarapayung Kulon,17.322,23.2
R24567,Desa Slarang,Balai Desa Sidayu,17.879,24.3
R24568,Desa Slarang,Balai Desa Widarapayung Wetan,19.149,25.8
R24569,Desa Slarang,Balai Desa Sidaurip,45.718,77.0
R24570,Desa Slarang,Balai Desa Pagubugan Kulon,23.419,30.4
R24571,Desa Slarang,Balai Desa Pagubugan,24.946,33.3
R24572,Desa Slarang,Balai Desa Karangnangka,28.116,40.7
R24573,Desa Slarang,Balai Desa Kemojing,26.311,35.4
R24574,Desa Slarang,Balai Desa Pesawahan,24.771,32.9
R24575,Desa Slarang,Balai Desa Pasuruhan,24.021,35.8
R24576,Desa Slarang,Balai Desa Alangamba,22.184,31.2
R24577,Desa Slarang,Balai Desa Binangun,36.929,68.0
R24578,Desa Slarang,Balai Desa Bangkal,20.131,34.0
R24579,Desa Slarang,Balai Desa Jepara Wetan,19.175,32.0
R24580,Desa Slarang,Balai Desa Jepara Kulon,17.882,29.4
R24581,Desa Slarang,Balai Desa Kepudang,15.366,24.6
R24582,Desa Slarang,Balai Desa Jati,16.277,28.1
R24583,Desa Slarang,Balai Desa Karangtawang,26.249,35.3
R24584,Desa Slarang,Balai Desa Karangpakis,27.757,35.6
R24585,Desa Slarang,Balai Desa Banjarsari,29.681,37.8
R24586,Desa Slarang,Balai Desa Jetis,32.113,40.6
R24587,Desa Slarang,Balai Desa Banjareja,33.842,43.9
R24588,Desa Slarang,Balai Desa Kedungbenda,32.014,46.0
R24589,Desa Slarang,Balai Desa Klumprit,30.1,43.0
R24590,Desa Slarang,Balai Desa Karangsembung,31.649,45.8
R24591,Desa Slarang,Balai Desa Purwadadi,29.919,39.8
R24592,Desa Slarang,Balai Desa Nusawangkal,30.656,40.8
R24593,Desa Slarang,Balai Desa Karangputat,27.132,37.3
R24594,Desa Slarang,Balai Desa Banjarwaru,21.536,32.5
R24595,Desa Slarang,Balai Desa Danasri,24.275,36.5
R24596,Desa Slarang,Balai Desa Danasri Kidul,25.599,38.5
R24597,Desa Slarang,Balai Desa Nusawungu,27.874,39.8
R24598,Desa Slarang,Balai Desa Danasri Lor,23.808,35.5
R24599,Desa Slarang,Balai Desa Sikanco,22.791,34.0
R24600,Desa Slarang,Balai Desa Tambakreja,50.586,86.5
R24601,Desa Slarang,Kelurahan Tegalreja,14.98,25.4
R24602,Desa Slarang,Kelurahan Sidakaya,14.062,23.1
R24603,Desa Slarang,Kelurahan Cilacap,17.423,26.0
R24604,Desa Slarang,Kelurahan Tegalkamulyan,14.689,20.9
R24605,Desa Slarang,Kelurahan Kutawaru,29.24,69.6
R24606,Desa Slarang,Kelurahan Lomanis,14.062,22.8
R24607,Desa Slarang,Kelurahan Donan,16.227,25.8
R24608,Desa Slarang,Kelurahan Sidanegara,13.56,22.1
R24609,Desa Slarang,Kelurahan Gunungsimping,12.921,18.4
R24610,Desa Slarang,Kelurahan Kebonmanis,10.648,15.9
R24611,Desa Slarang,Kelurahan Gumilir,9.247,15.2
R24612,Desa Slarang,Kelurahan Mertasinga,7.241,10.6
R24613,Desa Slarang,Kelurahan Tritih Kulon,10.704,14.9
R24614,Desa Slarang,Kelurahan Karangtalun,13.597,18.8
R24615,Desa Slarang,Balai Desa Kawunganten,31.277,51.5
R24616,Desa Slarang,Balai Desa Kawunganten Lor,32.24,54.4
R24617,Desa Slarang,Balai Desa Sarwadadi,35.25,61.4
R24618,Desa Slarang,Balai Desa Kalijeruk,33.98,58.2
R24619,Desa Slarang,Balai Desa Mentasan,25.461,57.4
R24620,Desa Slarang,Balai Desa Sidaurip,21.473,40.4
R24621,Desa Slarang,Balai Desa Babakan,37.536,71.5
R24622,Desa Slarang,Balai Desa Ujunggagak,72.563,118.5
R24623,Desa Slarang,Balai Desa Klaces,72.563,118.5
R24624,Desa Slarang,Balai Desa Panikel,41.212,81.7
R24625,Desa Slarang,Balai Desa Tritih Wetan,8.897,15.9
R24626,Desa Slarang,Balai Desa Sumingkir,11.538,19.0
R24627,Desa Slarang,Balai Desa Jeruklegi Wetan,15.171,25.9
R24628,Desa Slarang,Balai Desa Jeruklegi Kulon,17.13,29.5
R24629,Desa Slarang,Balai Desa Sawangan,20.987,38.5
R24630,Desa Slarang,Balai Desa Cilibang,20.907,33.4
R24631,Desa Slarang,Balai Desa Mandala,13.783,25.6
R24632,Desa Slarang,Balai Desa Karangkemiri,9.041,15.3
R24633,Desa Slarang,Balai Desa Jambusari,22.553,35.1
R24634,Desa Slarang,Balai Desa Prapagan,23.291,46.2
R24635,Desa Slarang,Balai Desa Citepus,27.972,55.1
R24636,Desa Slarang,Balai Desa Menganti,4.922,7.6
R24637,Desa Slarang,Balai Desa Karangkandri,4.224,7.1
R24638,Desa Slarang,Balai Desa Slarang,0.043,0.1
R24639,Desa Slarang,Balai Desa Kesugihan Kidul,5.3,9.3
R24640,Desa Slarang,Balai Desa Kesugihan,6.432,10.4
R24641,Desa Slarang,Balai Desa Kalisabuk,2.137,4.0
R24642,Desa Slarang,Balai Desa Kuripan Kidul,4.455,8.1
R24643,Desa Slarang,Balai Desa Kuripan,4.689,9.1
R24644,Desa Slarang,Balai Desa Jangrana,8.315,18.2
R24645,Desa Slarang,Balai Desa Planjan,8.35,13.7
R24646,Desa Slarang,Balai Desa Dondong,9.774,17.1
R24647,Desa Slarang,Balai Desa Ciwuni,10.229,17.2
R24648,Desa Slarang,Balai Desa Karangjengkol,10.946,17.6
R24649,Desa Slarang,Balai Desa Keleng,8.462,13.2
R24650,Desa Slarang,Balai Desa Pesanggrahan,8.004,12.4
R24651,Desa Slarang,Balai Desa Bulupayung,10.47,18.8
R24652,Desa Slarang,Balai Desa Gombolharjo,0.599,2.6
R24653,Desa Slarang,Balai Desa Wlahar,5.927,12.5
R24654,Desa Slarang,Balai Desa Karanganyar,7.339,14.5
R24655,Desa Slarang,Balai Desa Pedasong,12.432,19.9
R24656,Desa Slarang,Balai Desa Glempangpasir,10.963,17.2
R24657,Desa Slarang,Balai Desa Welahan Wetan,15.319,21.3
R24658,Desa Slarang,Balai Desa Adireja Wetan,7.167,12.3
R24659,Desa Slarang,Balai Desa Adireja Kulon,6.237,11.1
R24660,Desa Slarang,Balai Desa Adipala,5.815,10.6
R24661,Desa Slarang,Balai Desa Penggalang,4.242,8.6
R24662,Desa Slarang,Balai Desa Karangsari,6.861,18.0
R24663,Desa Slarang,Balai Desa Kalikudi,8.747,14.3
R24664,Desa Slarang,Balai Desa Doplang,9.191,14.3
R24665,Desa Slarang,Balai Desa Karangreja,8.954,13.4
R24666,Desa Slarang,Balai Desa Klapagada,8.809,13.9
R24667,Desa Slarang,Balai Desa Pengawaren,53.069,77.2
R24668,Desa Slarang,Balai Desa Gunungtelu,51.236,76.8
R24669,Desa Slarang,Balai Desa Sindangbarang,50.76,72.8
R24670,Desa Slarang,Balai Desa Karangpucung,47.922,69.9
R24671,Desa Slarang,Balai Desa Tayemtimur,46.922,69.8
R24672,Desa Slarang,Balai Desa Tayem,49.557,72.0
R24673,Desa Slarang,Balai Desa Ciporos,52.534,74.3
R24674,Desa Slarang,Balai Desa Surusunda,53.474,85.8
